"1","87291928","寒山居蔬食","4","404台中市北區永興街88號","0917-622-080","service1@service.com.tw","11:00","13:30","16:30","20:30","6,7","3","https://www.ubereats.com/tw/store/%E5%AF%92%E5%B1%B1%E5%B1%85%E8%94%AC%E9%A3%9F-%E7%B8%BD%E5%BA%97/_uCl1EspQF6KwzmD1Q_dYQ?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D&ps=1",NULL,"0","0","0","0","0","0",NULL,NULL,"20230419055048"
"2","87291929","不要對我尖叫-一中旗艦店","4","台中市北區一中街175號","04-2225-6849","service2@service.com.tw","11:00","22:30",NULL,NULL,NULL,"12",NULL,"https://www.foodpanda.com.tw/restaurant/y8ix/bu-yao-dui-wo-jian-jiao-tai-zhong-zhong-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","0","0","1","1",NULL,NULL,"20230419055048"
"3","87291930","喫茶小鋪(永興店)","4","台中市北區永興街107號","04-2238-5533","service3@service.com.tw","10:00","23:00",NULL,NULL,NULL,"12",NULL,"https://www.foodpanda.com.tw/restaurant/b7mu/chi-cha-xiao-pu-tai-zhong-yong-xing-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","0","0","1","1",NULL,NULL,"20230419055048"
"4","87291931","偈亭-泡菜鍋【雙十總店】","4","台中市北區雙十路一段117號","04-2226-5252","service4@service.com.tw","11:30","22:00",NULL,NULL,NULL,"11","https://www.ubereats.com/tw/store/%E5%81%88%E4%BA%AD%E6%B3%A1%E8%8F%9C%E9%8D%8B-%E9%9B%99%E5%8D%81%E7%B8%BD%E5%BA%97/ts_wC8W6SVaoSyjYrH8K_A?diningMode=DELIVERY&mod=storeDeliveryTime&modctx=%257B%2522entryPoint%2522%253A%2522store-auto-surface%2522%252C%2522encodedStoreUuid%2522%253A%2522ts_wC8W6SVaoSyjYrH8K_A%2522%257D&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFNSVCRSVBOSVFOCU4OCU4OCVFOCVCNyVBRiVFNSU5QiU5QiVFNiVBRSVCNTE4NiVFOCU5OSU5RiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo2YUZBNkJVOWFUUVJFTUlvUE5taFBqWSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xMzU3NzI2JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4Nzc0NzclN0Q%3D&ps=1&utm_campaign=place-action-link&utm_medium=organic&utm_source=google",NULL,"0","1","0","0","1","1",NULL,NULL,"20230419055048"
"5","87291932","好吃河粉","4","台中市北區太平路129號","0903-123-803","service5@service.com.tw","10:30","20:40",NULL,NULL,"1","2","https://www.ubereats.com/tw/store/%E5%A5%BD%E5%90%83%E6%B2%B3%E7%B2%89/ZF2dkG1iSfWXwBH873nFWQ?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D",NULL,"0","0","1","0","1","1",NULL,NULL,"20230419055048"
"6","87291933","可不可熟成紅茶-大智店","1","台中市東區大智路11號","04-2222-1621","service6@service.com.tw","10:00","22:00",NULL,NULL,NULL,"12","https://www.ubereats.com/tw/store/%E5%8F%AF%E4%B8%8D%E5%8F%AF%E7%86%9F%E6%88%90%E7%B4%85%E8%8C%B6-%E5%8F%B0%E4%B8%AD%E6%9D%B1%E5%8D%80%E5%BA%97/bdKe6yjyStSJAJ7AnFqRIg?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.foodpanda.com.tw/restaurant/zwi7/ke-bu-ke-shou-cheng-hong-cha-tai-zhong-da-zhi-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","0","0","1","1",NULL,NULL,"20230419055048"
"7","87291934","五桐號WooTEA台中大智店","1","台中市東區大智路1-2號","04-2222-3558","service7@service.com.tw","10:30","21:00",NULL,NULL,NULL,"12","https://www.ubereats.com/tw/store/%E4%BA%94%E6%A1%90%E8%99%9Fwootea-%E5%8F%B0%E4%B8%AD%E5%A4%A7%E6%99%BA%E5%BA%97/Vfyzp_fOVdq9BISRBGVrmw?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFNSVCRSVBOSVFOCU4OCU4OCVFOCVCNyVBRiVFNSU5QiU5QiVFNiVBRSVCNTE4NiVFOCU5OSU5RiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo2YUZBNkJVOWFUUVJFTUlvUE5taFBqWSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xMzU3NzI2JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4Nzc0NzclN0Q%3D&utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.foodpanda.com.tw/restaurant/l45w/wu-tong-hao-wootea-tai-zhong-da-zhi-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","0","0","0","0",NULL,NULL,"20230419055048"
"8","87291935","藍象廷泰式火鍋 台中新時代店","1","台中市東區復興路四段186號11樓","04-2222-5859","service8@service.com.tw","11:00","21:30",NULL,NULL,NULL,"11",NULL,NULL,"1","1","0","0","0","0",NULL,NULL,"20230419055048"
"9","87291936","JOBA 揪霸食堂","1","台中市東區復興路四段110號","04-2222-1208","service9@service.com.tw","11:00","14:00","16:30","19:30","1,3","4","https://www.ubereats.com/tw/store/%E6%8F%AA%E9%9C%B8%E9%A3%9F%E5%A0%82/S0mVwd7DQJmFcm1JV3-eFQ?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D&utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.foodpanda.com.tw/restaurant/z2el/jiu-ba-shi-tang?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","1","0","0","0",NULL,NULL,"20230419055048"
"10","87291937","蔬壽司","2","台中市西區模範街8巷5號","04-2301-5675","service1@service.com.tw","11:00","14:30","16:30","20:00","3,4","3","https://www.ubereats.com/tw/store/%E8%94%AC%E5%A3%BD%E5%8F%B8/VWMHjtJHQLOaxWe8E3SzlQ?diningMode=DELIVERY&mod=storeDeliveryTime&modctx=%257B%2522entryPoint%2522%253A%2522store-auto-surface%2522%252C%2522encodedStoreUuid%2522%253A%2522VWMHjtJHQLOaxWe8E3SzlQ%2522%257D&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D&ps=1&utm_campaign=place-action-link&utm_medium=organic&utm_source=google","https://www.foodpanda.com.tw/restaurant/y0sn/shu-shou-si?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","0","0","0","0","0","0",NULL,NULL,"20230419055048"
